-78.5414629,-0.3527114000000001,0
-78.5534792,-0.3461884,0
-78.5476427,-0.3533981,0
-78.5452394,-0.3389788,0
-78.5579424,-0.348935,0
-78.5548525,-0.3331424,0
-78.5418062,-0.3389788,0
-78.5572557,-0.3211263,0
-78.4480791,-0.3276493,0
-78.4497957,-0.3352023,0
-78.4580354,-0.3293659,0
-78.44395919999999,-0.3327991,0
-78.4542589,-0.334859,0
-78.5297899,-0.2847346,0
-78.5455827,-0.290571,0
-78.5287599,-0.2940042,0
-78.5342531,-0.2957208,0
-78.5527925,-0.3187231,0
-78.54935930000001,-0.3314258,0
-78.5466127,-0.3173498,0
-78.5414629,-0.3527114000000001,0
-78.4497957,-0.3352023,0
-78.4497957,-0.3352023,0
-78.44052600000001,-0.3372622,0
-78.54455280000001,-0.3269627,0
-78.5534792,-0.3374339,0
-78.55313580000001,-0.3216413,0
-78.5440378,-0.3307392,0
-78.5524492,-0.3396654,0
-78.4458475,-0.3403521,0
-78.4503107,-0.3364039,0
-78.4520273,-0.3269627,0
-78.450654,-0.3388071,0
-78.4431009,-0.3434419,0
-78.4482507,-0.3417253,0
-78.4396677,-0.342412,0
-78.4528856,-0.3286793,0
-78.4431009,-0.3434419,0
-78.49311230000001,-0.3183285,0
-78.4900224,-0.3174702,0
-78.491224,-0.3202167,0
-78.48847739999999,-0.3203884,0
-78.48847739999999,-0.3203884,0
-78.4855592,-0.3202167,0
-78.48487249999999,-0.3226199,0
-78.4879624,-0.3227916,0
-78.5581719,-0.3318895,0
-78.54821560000001,-0.3348077,0
-78.54941719999999,-0.3231349,0
-78.55456700000001,-0.3236499,0
-78.556112,-0.3394425,0
-78.55679859999999,-0.341674,0
-78.546499,-0.3418457,0
-78.5528504,-0.3478537,0
-78.5463273,-0.3469954,0
-78.55628369999999,-0.3251948,0
-78.44642039999999,-0.3336061,0
-78.4580933,-0.3313745,0
-78.54217559999999,-0.3318895,0
-78.5313609,-0.2877732,0
-78.5313609,-0.2973861,0
-78.5426906,-0.2927513,0
-78.573418,-0.2803918,0
-78.573418,-0.2803918,0
-78.5741046,-0.2827951,0
-78.572388,-0.2841683,0
-78.58200100000001,-0.2788469,0
-78.5818294,-0.2810785,0
-78.5801127,-0.2812501,0
-78.58045610000001,-0.28331,0
-78.56586489999999,-0.2778169,0
-78.5653499,-0.2798769,0
-78.5698131,-0.2755854,0
-78.58268769999999,-0.2824517,0
-78.56225999999999,-0.2764437,0
-78.5801127,-0.2845117,0
-78.58062769999999,-0.2876015,0
-78.560715,-0.2788469,0
-78.5665515,-0.2700923,0
-78.5653499,-0.2814218,0
-78.58062769999999,-0.2876015,0
-78.56637980000001,-0.2714655,0
-78.52054630000001,-0.2242591,0
-78.5152247,-0.2244308,0
-78.5250094,-0.2242591,0
-78.52174789999999,-0.226319,0
-78.5143664,-0.2261474,0
-78.51823760000001,-0.2191286,0
-78.5268207,-0.2271966,0
-78.51789429999999,-0.22548,0
-78.5323138,-0.2454233,0
-78.4892268,-0.2322055,0
-78.4907718,-0.2328922,0
-78.48716690000001,-0.2335788,0
-78.4606837,-0.2823301,0
-78.45673549999999,-0.2787253,0
-78.4538172,-0.2797552,0
-78.46514689999999,-0.2785536,0
-78.46566180000001,-0.2800986,0
-78.4555338,-0.2833601,0
-78.4601687,-0.2737472,0
-78.4522723,-0.2830168,0
-78.45450390000001,-0.2861066,0
-78.4565638,-0.2867933,0
-78.4491824,-0.2871366,0
-78.4519289,-0.2876516,0
-78.44626409999999,-0.2897115,0
-78.4949301,-0.1389081,0
-78.4949301,-0.1389081,0
-78.4963034,-0.150581,0
-78.46609100000001,-0.1450878,0
-78.4413718,-0.2038787,0
-78.45304470000001,-0.2059387,0
-78.4317587,-0.1928925,0
-78.433132,-0.2025055,0
